"venue","year","paper_type","title","speakers","authors","affiliations","arxiv_ids","session_name","scheduled_date","scheduled_time","duration_minutes","presentation_url","video_url","youtube_id","award","notes","_entry_id","_entry_type","_url","_howpublished","abstract"
"TQC","2023","regular","An operational definition of entropy for post-quantum theories","Leonardo Vaglini","Leonardo Vaglini; Paolo Perinotti; Alessandro Tosini","","","","2023-07-26","13:30:00","30","","","","","BibTeX entry type: Workshop (workshop track)","T6164","Workshop","https://doi.org/10.48550/arXiv.2112.12689 https://doi.org/10.48550/arXiv.2302.01651","Talk","The information content of a classical source is defined in terms of the number of bits per symbol that are needed to store the output of the source. An analogous definition is given for a quantum source, where the qubit replaces the bit. Here we show how to extend this definition to operational probabilistic theories. We also discuss some of its properties, such as subadditivity, and to what extent it can be interpreted as a measure of state purity. We also show that none of the proposed generalisations of entropy satisfies a generalised noiseless coding theorem, by means of a toy-theory, consisting of a bilocal version of standard classical theory."
"TQC","2023","regular","Resources for bosonic quantum computational advantage","Ulysse Chabaud","Ulysse Chabaud; Mattia Walschaers","","2207.11781","","2023-07-24","14:30:00","30","","","","","BibTeX entry type: Workshop (workshop track)","T6568","Workshop","https://arxiv.org/abs/2207.11781","Talk","Quantum computers promise to dramatically outperform their classical counterparts. However, the non-classical resources enabling such computational advantages are challenging to pinpoint, as it is not a single resource but the subtle interplay of many that can be held responsible for these potential advantages. In this work, we show that every bosonic quantum computation can be recast into a continuous-variable sampling computation where all computational resources are contained in the input state. Using this reduction, we derive a general classical algorithm for the strong simulation of bosonic computations, whose complexity scales with the non-Gaussian stellar rank of both the input state and the measurement setup. We further study the conditions for an efficient classical simulation of the associated continuous-variable sampling computations and identify an operational notion of non-Gaussian entanglement based on the lack of passive separability, thus clarifying the interplay of bosonic quantum computational resources such as squeezing, non-Gaussianity and entanglement."
"TQC","2023","regular","Optimal lower bounds for Quantum Learning via Information Theory","Pulkit Sinha","Shima Bab Hadiashar; Ashwin Nayak; Pulkit Sinha","","2301.02227","","2023-07-26","14:00:00","30","","","","","BibTeX entry type: Workshop (workshop track)","T6592","Workshop","https://arxiv.org/abs/2301.02227 https://tqc-conference.org/wp-content/uploads/cfdb7_uploads/1688206526-poster-TQC2023_prerec.pdf https://tqc-conference.org/wp-content/uploads/cfdb7_uploads/1688206526-video-TQC_final_prerec.mp4","Talk","Although a concept class may be learnt more efficiently using quantum samples as compared with classical samples in certain scenarios, Arunachalam and de Wolf (JMLR, 2018) proved that quantum learners are asymptotically no more efficient than classical ones in the quantum PAC and Agnostic learning models. They established lower bounds on sample complexity via quantum state identification and Fourier analysis. In this paper, we derive optimal lower bounds for quantum sample complexity in both the PAC and agnostic models via an information-theoretic approach. The proofs are arguably simpler, and the same ideas can potentially be used to derive optimal bounds for other problems in quantum learning theory. We then turn to a quantum analogue of the Coupon Collector problem, a classic problem from probability theory also of importance in the study of PAC learning. Arunachalam, Belovs, Childs, Kothari, Rosmanis, and de Wolf (TQC, 2020) characterized the quantum sample complexity of this problem up to constant factors. First, we show that the information-theoretic approach mentioned above provably does not yield the optimal lower bound. As a by-product, we get a natural ensemble of pure states in arbitrarily high dimensions which are not easily (simultaneously) distinguishable, while the ensemble has close to maximal Holevo information. Second, we discover that the information-theoretic approach yields an asymptotically optimal bound for an approximation variant of the problem. Finally, we derive a sharp lower bound for the Quantum Coupon Collector problem, with the exact leading order term, via the generalized Holevo-Curlander bounds on the distinguishability of an ensemble. All the aspects of the Quantum Coupon Collector problem we study rest on properties of the spectrum of the associated Gram matrix, which may be of independent interest."
"TQC","2023","regular","Optimal Strategies of Quantum Metrology with a Strict Hierarchy","Qiushi Liu","Qiushi Liu; Zihao Hu; Haidong Yuan; Yuxiang Yang","","2203.09758","","2023-07-27","13:30:00","30","","","","","BibTeX entry type: Workshop (workshop track)","T6695","Workshop","https://arxiv.org/abs/2203.09758","Talk","One of the main quests in quantum metrology is to attain the ultimate precision limit with given resources, where the resources are not only of the number of queries, but more importantly of the allowed strategies. With the same number of queries, the restrictions on the strategies constrain the achievable precision. In this work, we establish a systematic framework to identify the ultimate precision limit of different families of strategies, including the parallel, the sequential, and the indefinite-causal-order strategies, and provide an efficient algorithm that determines an optimal strategy within the family of strategies under consideration. With our framework, we show there exists a strict hierarchy of the precision limits for different families of strategies."
"TQC","2023","regular","Tight Cramér-Rao type bounds for multiparameter quantum metrology through conic programming","Yingkai Ouyang","Yingkai Ouyang; Masahito Hayashi","","2209.05218","","2023-07-27","14:00:00","30","","","","","BibTeX entry type: Workshop (workshop track)","T7082","Workshop","https://arxiv.org/abs/2209.05218","Talk","In the quest to unlock the maximum potential of quantum sensors, it is of paramount importance to have practical measurement strategies that can estimate incompatible parameters with best precisions possible. However, it is still not known how to find practical measurements with optimal precisions, even for uncorrelated measurements over probe states. Here, we give a concrete way to find uncorrelated measurement strategies with optimal precisions. We solve this fundamental problem by introducing a framework of conic programming that unifies the theory of precision bounds for multiparameter estimates for uncorrelated and correlated measurement strategies under a common umbrella. Namely, we give precision bounds that arise from linear programs on various cones defined on a tensor product space of matrices, including a particular cone of separable matrices. Subsequently, our theory allows us to develop an efficient algorithm that calculates both upper and lower bounds for the ultimate precision bound for uncorrelated measurement strategies, where these bounds can be tight. In particular, the uncorrelated measurement strategy that arises from our theory saturates the upper bound to the ultimate precision bound. Also, we show numerically that there is a strict gap between the previous efficiently computable bounds and the ultimate precision bound."
"TQC","2023","regular","Optimizing Fermionic Encodings for both Hamiltonian and Hardware","Joel Klassen","Joel Klassen; Riley Chien","","","","2023-07-27","11:00:00","30","","","","","BibTeX entry type: Workshop (workshop track)","T7353","Workshop","","Talk","In this work we present a method for generating a fermionic encoding tailored to a set of target fermionic operators and to a target hardware connectivity. Our method uses brute force search, over the space of all encodings which map from Majorana monomials to Pauli operators, to find an encoding which optimizes a target cost function. In contrast to earlier works in this direction, our method searches over an extremely broad class of encodings which subsumes all known second quantized encodings that constitute algebra homomorphisms. In order to search over this class, we give a clear mathematical explanation of how precisely it is characterized, and how to translate this characterization into constructive search criteria. A benefit of searching over this class is that our method is able to supply fairly general optimality guarantees on solutions. A second benefit is that our method is, in principal, capable of finding more efficient representations of fermionic systems when the set of fermionic operators under consideration are faithfully represented by a smaller quotient algebra. Given the high algorithmic cost of performing the search, we adapt our method to handle translationally invariant systems that can be described by a small unit cell that is less costly. We demonstrate our method on various pairings of target fermionic operators and hardware connectivities. We additionally show how our method can be extended to find error detecting fermionic encodings in this class."
"TQC","2023","regular","Entanglement Renormalization Circuits for Chiral Topological Order","Guanyu Zhu","Su-Kuan Chu; Guanyu Zhu; Alexey Gorshkov","","2304.13748","","2023-07-24","13:30:00","30","","","","","BibTeX entry type: Workshop (workshop track)","T7425","Workshop","https://arxiv.org/abs/2304.13748","Talk","Entanglement renormalization circuits are quantum circuits that can be used to prepare large-scale entangled states. For years, it has remained a mystery whether there exist scale-invariant entanglement renormalization circuits for chiral topological order. In this paper, we solve this problem by demonstrating entanglement renormalization circuits for a wide class of chiral topologically ordered states, including a state sharing the same topological properties as Laughlin's bosonic fractional quantum Hall state at filling fraction 1/4 and eight states with Ising-like non-Abelian fusion rules. The key idea is to build entanglement renormalization circuits by interleaving the conventional multi-scale entanglement renormalization ansatz (MERA) circuit (made of spatially local gates) with quasi-local evolution. Given the miraculous power of this circuit to prepare a wide range of chiral topologically ordered states, we refer to these circuits as MERA with quasi-local evolution (MERAQLE)."
"TQC","2023","regular","New additivity properties of the relative entropy of entanglement and its generalizations","Roberto Rubboli","Roberto Rubboli; Marco Tomamichel","","2211.12804","","2023-07-27","15:10:00","30","","","","","BibTeX entry type: Workshop (workshop track)","T7681","Workshop","https://arxiv.org/abs/2211.12804","Talk","We prove that the relative entropy of entanglement is additive when at least one of the two states belongs to some specific class. We show that these classes include bipartite pure, maximally correlated, GHZ, Bell diagonal, isotropic, and generalized Dicke states. Previously, additivity was established only if both states belong to the same class. Moreover, we extend these results to entanglement monotones based on the α-z Rényi relative entropy. Notably, this family of monotones includes also the generalized robustness of entanglement and the geometric measure of entanglement. In addition, we prove that any monotone based on a quantum relative entropy is not additive for general states. We also compute closed-form expressions of the monotones for bipartite pure, Bell diagonal, isotropic, generalized Werner, generalized Dicke, and maximally correlated Bell diagonal states. Our results rely on proving new necessary and sufficient conditions for the optimizer of the monotones based on the α-z R'enyi relative entropy, which allow us to reduce the original optimization problem to a simpler linear one. Even though we focus mostly on entanglement theory, we formulate some of our technical results in a general resource theory framework, and we expect that they could be used to investigate other resource theories."
"TQC","2023","regular","Efficient learning of ground & thermal states within phases of matter","Daniel Stilck Franca","Emilio Onorati; Cambyse Rouze; Daniel Stilck Franca; James Watson","","2301.12946","","2023-07-25","14:00:00","30","","","","","BibTeX entry type: Workshop (workshop track)","T7940","Workshop","http://arxiv.org/abs/2301.12946","Talk","We consider two related tasks: (a) estimating a parameterisation of a given Gibbs state and expectation values of Lipschitz observables on this state; and (b) learning the expectation values of local observables within a thermal or quantum phase of matter. In both cases, we wish to minimise the number of samples we use to learn these properties to a given precision. For the first task, we develop new techniques to learn parameterisations of classes of systems, including quantum Gibbs states of non-commuting Hamiltonians with exponential decay of correlations and the approximate Markov property. We show it is possible to infer the expectation values of all extensive properties of the state from a number of copies that not only scales polylogarithmically with the system size, but polynomially in the observable's locality – an exponential improvement. This set of properties includes expected values of quasi-local observables and entropies. For the second task, we develop efficient algorithms for learning observables in a phase of matter of a quantum system. By exploiting the locality of the Hamiltonian, we show that M local observables can be learned with probability 1−δ to precision ϵ with using only N=O(log(Mδ)epolylog(ϵ−1)) samples – an exponential improvement on the precision over previous bounds. Our results apply to both families of ground states of Hamiltonians displaying local topological quantum order, and thermal phases of matter with exponential decay of correlations. In addition, our sample complexity applies to the worse case setting whereas previous results only applied on average. Furthermore, we develop tools of independent interest, such as robust shadow tomography algorithms, Gibbs approximations to ground states, and generalisations of transportation cost inequalities for Gibbs states."
"TQC","2023","regular","Guaranteed efficient energy estimation of quantum many-body Hamiltonians using ShadowGrouping","Alexander Gresch","Alexander Gresch; Martin Kliesch","","2301.03385","","2023-07-27","15:10:00","30","","","","","BibTeX entry type: Workshop (workshop track)","T8311","Workshop","https://arxiv.org/abs/2301.03385","Talk","Energy estimation in quantum many-body Hamiltonians is a paradigmatic task in various research fields. In particular, efficient energy estimation may be crucial in achieving a quantum advantage for a practically relevant problem. For instance, the measurement effort poses a crucial bottleneck in variational quantum algorithms. We aim to find the optimal strategy with single-qubit measurements that yields the highest provable accuracy given a total measurement budget. As a central tool, we establish new tail bounds for empirical estimators of the energy. They are useful for identifying measurement settings that improve the energy estimate the most. This task constitutes an NP-hard problem. However, we are able to circumvent this bottleneck and use the tail bounds to develop a practical efficient estimation strategy which we call ShadowGrouping. As the name suggests, it combines shadow estimation methods with grouping strategies for Pauli strings. In numerical experiments, we demonstrate that ShadowGrouping outperforms state-of-the-art methods in estimating the electronic ground-state energies of various small molecules, both in provable and effective accuracy benchmarks. Hence, this work provides a promising way, e.g., to tackle the measurement bottleneck of variational quantum algorithms."
"TQC","2023","regular","Operational Interpretation of the Sandwiched Renyi Divergence of Order 1/2 to 1 as Strong Converse Exponents","Ke Li","Ke Li; Yongsheng Yao","","","","2023-07-25","16:10:00","30","","","","","BibTeX entry type: Workshop (workshop track)","T8411","Workshop","","Talk","We provide the sandwiched Renyi divergence of order alphaın(1/2,1), as well as its induced quantum information quantities, with an operational interpretation in the characterization of the exact strong converse exponents of quantum tasks. Specifically, we consider (a) smoothing of the max-relative entropy, (b) quantum privacy amplification, and (c) quantum information decoupling. We solve the problem of determining the exact strong converse exponents for these three tasks, with the performance being measured by the fidelity or purified distance. The results are given in terms of the sandwiched Renyi divergence of order alphaın(1/2,1), and its induced quantum Renyi conditional entropy and quantum Renyi mutual information. This is the first time to find the precise operational meaning for the sandwiched Renyi divergence with Renyi parameter in the interval alphaın(1/2,1)."
"TQC","2023","regular","Classical simulation of short-time quantum dynamics","Dominik Wild","Dominik Wild; Alvaro Alhambra","","2210.11490","","2023-07-28","11:45:00","30","","","","","BibTeX entry type: Workshop (workshop track)","T8698","Workshop","https://arxiv.org/abs/2210.11490","Talk","Recent progress in the development of quantum technologies has enabled the direct investigation of dynamics of increasingly complex quantum many-body systems. This motivates the study of the complexity of classical algorithms for this problem in order to benchmark quantum simulators and to delineate the regime of quantum advantage. Here we present classical algorithms for approximating the dynamics of local observables and nonlocal quantities such as the Loschmidt echo, where the evolution is governed by a local Hamiltonian. For short times, their computational cost scales polynomially with the system size and the inverse of the approximation error. In the case of local observables, the proposed algorithm has a better dependence on the approximation error than algorithms based on the Lieb–Robinson bound. Our results use cluster expansion techniques adapted to the dynamical setting, for which we give a novel proof of their convergence. This has important physical consequences besides our efficient algorithms. In particular, we establish a novel quantum speed limit, a bound on dynamical phase transitions, and a concentration bound for product states evolved for short times."
"TQC","2023","regular","Single-qubit loss-tolerant quantum position verification protocol secure against entangled attackers","Llorenç Escolà","Llorenc Escola Farras; Florian Speelman","","2212.03674","","2023-07-25","13:30:00","30","","","","","BibTeX entry type: Workshop (workshop track)","T8860","Workshop","https://arxiv.org/abs/2212.03674","Talk","We give a tight characterization of the relation between loss-tolerance and error rate of the most popular protocol for quantum position verification (QPV), which is based on BB84 states, and generalizations of this protocol. Combining it with classical information, we show for the first time a fault-tolerant protocol that is secure against attackers who pre-share a linear amount of entanglement (in the classical information), arbitrarily slow quantum information and that tolerates a certain amount of photon loss. We also extend this analysis to the case of more than two bases, showing even stronger loss-tolerance for that case. Finally, we show that our techniques can be applied to improve the analysis of one-sided device-independent QKD protocols."
"TQC","2023","regular","Parallel window decoding enables scalable fault tolerant quantum computation","Luka Skoric","Luka Skoric; Dan E. Browne; Kenton M. Barnes; Neil I. Gillespie; Earl T. Campbell","","2209.08552","","2023-07-24","14:30:00","30","","","","","BibTeX entry type: Workshop (workshop track)","T8982","Workshop","https://arxiv.org/abs/2209.08552","Talk","Large-scale quantum computers have the potential to hold computational capabilities beyond conventional computers for certain problems. However, the physical qubits within a quantum computer are prone to noise and decoherence, which must be corrected in order to perform reliable, fault-tolerant quantum computations. Quantum Error Correction (QEC) provides the path for realizing such computations. QEC continuously generates a continuous stream of data that decoders must process at the rate it is received, which can be as fast as 1 MHz in superconducting quantum computers. A little known fact of QEC is that if the decoder infrastructure cannot keep up, a data backlog problem is encountered and the quantum computer runs exponentially slower. Today's leading approaches to quantum error correction are not scalable as existing decoders typically run slower as the problem size is increased, inevitably hitting the backlog problem. That is: the current leading proposal for fault-tolerant quantum computation is not scalable. Here, we show how to parallelize decoding to achieve almost arbitrary speed, removing this roadblock to scalability. Our parallelization requires some classical feed forward decisions to be delayed, leading to a slow-down of the logical clock speed. However, the slow-down is now only polynomial in code size, averting the exponential slowdown. We numerically demonstrate our parallel decoder for the surface code, showing no noticeable reduction in logical fidelity compared to previous decoders and demonstrating the parallelization speedup."
"TQC","2023","regular","Towards near-term quantum simulation of materials","Joel Klassen","Laura Clinton; Toby Cubitt; Brian Flynn; Filippo Maria Gambetta; Joel Klassen; Ashley Montanaro; Stephen Piddock; Raul A. Santos; Evan Sheridan","","","","2023-07-26","12:00:00","30","","","","","BibTeX entry type: Workshop (workshop track)","T8983","Workshop","","Talk","The limiting constraint on simulating materials on near-term quantum hardware is the requisite circuit depths and qubit numbers, with current estimates placing them well beyond near-term capabilities. A critical subroutine of simulation algorithms is implementing a layer of unitary evolutions by each local term in the Hamiltonian. In this work we develop a new quantum algorithm which dramatically reduces the estimated cost of material simulations using this subroutine, improving circuit depths by up to 6 orders of magnitude for Strontium Vanadate, for example. We achieve this by introducing a fermionic encoding that leverages the locality of materials Hamiltonians describing an active space in the Wannier basis. This design generates quantum circuits whose depth is independent of the system’s size."
"TQC","2023","regular","Refuting spectral compatibility of quantum marginals","Felix Huber","Felix Huber; Nikolai Wyderka","","2211.06349","","2023-07-25","11:00:00","30","","","","","BibTeX entry type: Workshop (workshop track)","T9488","Workshop","https://arxiv.org/abs/2211.06349","Talk","The spectral variant of the quantum marginal problem asks: Given prescribed spectra for a set of quantum marginals, does there exist a compatible joint state? The main idea of this work is a symmetry-reduced semidefinite programming hierarchy for detecting incompatible spectra. The hierarchy is complete, in the sense that it detects every incompatible set of spectra. The refutations it provides are dimension-free, certifying incompatibility in all local dimensions. The hierarchy equally applies to the sums of Hermitian matrices problem, to optimize trace polynomials on the positive cone, to the compatibility of invariants, and to certify vanishing Kronecker coefficients."
"TQC","2023","regular","Improved Product-state Approximation Algorithms for Quantum Local Hamiltonians","Thiago Bergamaschi","Thiago Bergamaschi","","2210.08680","","2023-07-28","15:10:00","30","","","","","BibTeX entry type: Workshop (workshop track)","T9627","Workshop","https://arxiv.org/abs/2210.08680","Talk","The ground state energy and the free energy of Quantum Local Hamiltonians are fundamental quantities in quantum many-body physics, however, it is QMA-Hard to estimate them in general. In this paper, we develop new techniques to find classical, additive error product-state approximations for these quantities on certain families of Quantum k-Local Hamiltonians. Namely, those which are either dense, have low threshold rank, or are defined on a sparse graph that excludes a fixed minor, building on the methods and the systems studied by Brandão and Harrow, Gharibian and Kempe, and Bansal, Bravyi and Terhal. We present two main technical contributions. First, we discuss a connection between product-state approximations of local Hamiltonians and combinatorial graph property testing. We develop a series of textitweak Szemer'edi regularity lemmas for k-local Hamiltonians, built on those of Frieze and Kannan and others. We use them to develop textitconstant time sampling algorithms, and to characterize the `vertex sample complexity' of the Local Hamiltonian problem, in an analog to a classical result by Alon, de la Vega, Kannan and Karpinski. Second, we build on the information-theoretic product-state approximation techniques by Brandão and Harrow, extending their results to the free energy and to an asymmetric graph setting. We leverage this structure to define families of algorithms for the free energy at low temperatures, and new algorithms for certain sparse graph families."
"TQC","2023","regular","On the complexity of hybrid quantum computation","Alexandru Gheorghiu","Atul Singh Arora; Andrea Coladangelo; Matthew Coudron; Alexandru Gheorghiu; Uttam Singh; Hendrik Waldner","","2210.06454","","2023-07-27","10:30:00","30","","","","","BibTeX entry type: Workshop (workshop track)","T9686","Workshop","https://arxiv.org/abs/2210.06454 https://tqc-conference.org/wp-content/uploads/cfdb7_uploads/1688218994-poster-9686.pdf https://tqc-conference.org/wp-content/uploads/cfdb7_uploads/1688218994-video-9686.mp4","Talk","We give a comprehensive characterization of the computational power of shallow quantum circuits combined with classical computation. Specifically, we show that the following statements hold relative to a random oracle: (a) latex mathsfBPP^QNC^BPP neq mathsfBQP. This refutes Jozsa's conjecture [Joz05] in the random oracle model. As a result, this gives the first instantiatable separation between the classes by replacing the oracle with a cryptographic hash function, yielding a resolution to one of Aaronson's ten semi-grand challenges in quantum computing. (b) latex mathsfQNC^BPP notsubseteq mathsfBPP^QNC and latex mathsfBPP^QNC notsubseteq mathsfQNC^BPP This shows that there is a subtle interplay between classical computation and shallow quantum computation. In fact, for the second separation, we establish that, for some problems, the ability to perform adaptive measurements in a single shallow quantum circuit, is more useful than the ability to perform polynomially many shallow quantum circuits without adaptive measurements. (c) There exists a 2-message proof of quantum depth protocol. Such a protocol allows a classical verifier to efficiently certify that a prover must be performing a computation of some minimum quantum depth. Our proof of quantum depth can be instantiated using the recent proof of quantumness construction by Yamakawa and Zhandry [YZ22]. [Joz05] - Richard Jozsa. """"An introduction to measurement based quantum computation."""" In: Quantum Information Processing 199 (Sept. 2005). [YZ22] - Takashi Yamakawa and Mark Zhandry. """"Verifiable quantum advantage without structure."""" In: 63rd Annual Symposium on Foundations of Computer Science (FOCS). IEEE, 2022."
"TQC","2023","regular","Shallow shadows: Expectation estimation using low-depth random Clifford circuits","Christian Bertoni  &  Mirko Arienzo","Christian Bertoni; Jonas Haferkamp; Marcel Hinsche; Marios Ioannou; Jens Eisert; Hakop Pashayan","","2209.12924","","2023-07-24","11:00:00","30","","","","","BibTeX entry type: Workshop (workshop track)","T4158","Workshop","https://arxiv.org/abs/2209.12924","Talk (merged)","We provide practical and powerful schemes for learning properties of a quantum state using a small number of measurements. Specifically, we present a randomized measurement scheme modulated by the depth of a random quantum circuit in one spatial dimension. This scheme interpolates between two known classical shadows schemes based on random Pauli measurements and random Clifford measurements. We focus on the regime where depth scales logarithmically in the system size and provide evidence that this retains the desirable sample complexity properties of both extremal schemes while also being experimentally feasible. We present methods for two key tasks; estimating expectation values of certain observables from generated classical shadows and, computing upper bounds on the depth-modulated shadow norm, thus providing rigorous guarantees on the accuracy of the output estimates. We achieve our findings by bringing together tools of shadow estimation, random circuits, and tensor networks."
"TQC","2023","regular","Closed-form analytic expressions for shadow estimation with brickwork circuits","Christian Bertoni  &  Mirko Arienzo","Mirko Arienzo; Markus Heinrich; Ingo Roth; Martin Kliesch","","2211.09835","","2023-07-24","11:00:00","30","","","","","BibTeX entry type: Workshop (workshop track)","T7062","Workshop","https://arxiv.org/abs/2211.09835","Talk (merged)","Properties of quantum systems can be estimated using classical shadows, which implement measurements based on random ensembles of unitaries. Originally derived for global Clifford unitaries and products of single-qubit Clifford gates, practical implementations are limited to the latter scheme for moderate numbers of qubits. Beyond local gates, the accurate implementation of very short random circuits with two-local gates is still experimentally feasible and, therefore, interesting for implementing measurements in near-term applications. In this work, we derive closed-form analytical expressions for shadow estimation using brickwork circuits with two layers of parallel two-local Haar-random (or Clifford) unitaries. Besides the construction of the classical shadow, our results give rise to sample-complexity guarantees for estimating Pauli observables. We then compare the performance of shadow estimation with brickwork circuits to the established approach using local Clifford unitaries and find improved sample complexity in the estimation of observables supported on sufficiently many qubits."
