venue,year,paper_type,title,speakers,authors,affiliations,abstract,arxiv_ids,presentation_url,video_url,youtube_id,session_name,award,notes,speaker,scheduled_date,scheduled_time,duration_minutes
QIP,2026,contributed,Tight relations and equivalences between smooth relative entropies,,Bartosz Regula;Ludovico Lami;Nilanjana Datta,RIKEN;Scuola Normale Superiore;University of Cambridge,"The precise one-shot characterisation of operational tasks in classical and quantum information theory relies on different forms of smooth entropic quantities. A particularly important connection is between the hypothesis testing relative entropy and the smoothed max-relative entropy, which together govern many operational settings. 
We first strengthen this connection into a type of equivalence: we show that the hypothesis testing relative entropy is equivalent to a variant of the smooth max-relative entropy based on the information spectrum divergence, which can be alternatively understood as a measured smooth max-relative entropy. 
Furthermore, we improve a fundamental lemma due to Datta and Renner that connects the different variants of the smoothed max-relative entropy, introducing a modified proof technique based on matrix geometric means and a tightened gentle measurement lemma.
We use the unveiled connections and tools to strictly improve on previously known one-shot bounds and duality relations between the smooth max-relative entropy and the hypothesis testing relative entropy, sharpening also bounds that connect the max-relative entropy with Rényi divergences.",https://arxi,,,,,,Accepted,Bartosz Regula,30 January,13:30,30
QIP,2026,contributed,Efficient Non-Adaptive Quantum Algorithms for Tolerant Junta Testing,,Zongbo Bao;Yuxuan Liu;Penghui Yao;Zekun Ye;Jialin Zhang,"CWI and Qusoft;nstitute of Computing Technology, Chinese Academy of Sciences;Nanjing University;Fuzhou University;Institute of Computing Technology, Chinese Academy of Sciences","We consider the problem of deciding whether an $n$-qubit unitary (or $n$-bit Boolean function) is $\varepsilon_1$-close to some $k$-junta or $\varepsilon_2$-far from every $k$-junta, where $k$-junta unitaries act non-trivially on at most $k$ qubits and as the identity on the rest, and $k$-junta Boolean functions depend on at most $k$ variables. For constant numbers $\varepsilon_1,\varepsilon_2$ such that $0 < \varepsilon_1 < \varepsilon_2 < 1$, we show the following.

1. A non-adaptive $O(k\log k)$-query tolerant $(\varepsilon_1,\varepsilon_2)$-tester for $k$-junta unitaries when $2\sqrt{2}\varepsilon_1 < \varepsilon_2$. 

2. A non-adaptive tolerant $(\varepsilon_1,\varepsilon_2)$-tester for Boolean functions with $O(k \log k)$ quantum queries when $4\varepsilon_1 < \varepsilon_2$.
        
3. A $2^{\widetilde{O}(k)}$-query tolerant $(\varepsilon_1,\varepsilon_2)$-tester for $k$-junta unitaries for any $\varepsilon_1,\varepsilon_2$.

The first algorithm provides an exponential improvement over the best-known quantum algorithms [CLL24, ADG25]. The second algorithm shows an exponential quantum advantage over any non-adaptive classical algorithm [CDL+25]. The third tester gives the first tolerant junta unitary testing result for an arbitrary gap. 

Besides, we adapt the first two quantum algorithms to be implemented using only single-qubit operations, thereby enhancing experimental feasibility, with a slightly more stringent requirement for the parameter gap.",2508.17306,,,,,,Accepted,Zongbo Bao,30 January,11:00,30
QIP,2026,contributed,Universal classical-quantum channel resolvability and private channel coding,,Takaya Matsuura;Masahito Hayashi;Min-Hsiu Hsieh,RIKEN;The Chinese University of Hong Kong;Hon Hai Research Institute,"We study the construction of fully universal private channel coding protocols for classical-quantum channels. While earlier schemes achieved universal decoding, they relied on random encoders, preventing complete universality. We close this gap by showing that spectral expansion of a graph associated with a codebook guarantees universal channel resolvability: if the graph has a large spectral gap, the output state induced by the codewords is asymptotically indistinguishable from the target state, independent of the channel. This yields the first deterministic, channel-independent resolvability coding in the quantum regime. Combining this with universal channel coding, we construct a fully universal private coding protocol that achieves standard private information rates, highlighting the role of expander graphs in secure quantum communication.",,,,,,,Accepted,Takaya Matsuura,30 January,09:00,30
QIP,2026,contributed,Universal Fault Tolerance with Non-Transversal Clifford Gates,,Benjamin Anker;Milad Marvian,University of New Mexico;University of New Mexico,"It has previously been shown that fault-tolerant syndrome can be enabled with flag gadgets. In essence, this relies upon the fact that syndrome extraction circuits are Clifford circuits. In this work we extend our previous framework to produce flag gadgets for syndrome extraction to a framework to flag any Clifford circuit. The construction we present allows a Clifford circuit including n two-qubit gates acting upon physical qubits in a code of distance d to be made fault tolerant to distance d using O(d^2 log(nd^2 log n)) ancilla qubits and O(nd^2 log(nd^2 log n)) extra CNOTs. This framework opens new pathways to universal fault-tolerance, for instance by allowing T gates to be implemented transversally while (a subset of) Clifford gates are fault-tolerantly implemented using flags, or by creating higher-reliability magic states using a flagged preparation circuit.",,,,,,,Accepted,Benjamin Anker,29 January,13:30,30
QIP,2026,contributed,Strong converse exponent of channel interconversion,,Aadil Oufkir;Yongsheng Yao;Mario Berta,RWTH Aachen University;RWTH Aachen University;RWTH Aachen University,"In their seminal work, Bennett et al. [IEEE Trans. Inf. Theory (2002)] showed that, with sufficient shared randomness, one noisy channel can simulate another at a rate equal to the ratio of their capacities. We establish that when coding above this channel interconversion capacity, the exact strong converse exponent is characterized by a simple optimization involving the difference of the corresponding Renyi channel capacities with Holder dual parameters. We extend this result to the entanglement-assisted interconversion of classical-quantum channels, showing that the strong converse exponent is likewise determined by differences of sandwiched Renyi channel capacities. The converse bound is obtained by relaxing to non-signaling assisted codes and applying Holder duality together with the data processing inequality for Renyi divergences. Achievability is proven by concatenating refined channel coding and simulation protocols that go beyond first-order capacities, achieving exponentially small conversion errors.",,,,,,,Accepted,Aadil Oufkir,30 January,09:30,30
QIP,2026,contributed,Quantum advantage from soft decoders,,Andre Chailloux;Jean-Pierre Tillich,Inria de Paris;Inria de Paris,"	In the last years, Regev's reduction has been used as a quantum algorithmic tool for providing a quantum advantage for variants of the decoding problem. Following this line of work, the authors of [JSW+24] have recently come up with a quantum algorithm called ``decoded quantum interferometry'' that is able to solve in polynomial time  several optimization problems. They study in particular the Optimal Polynomial Interpolation (OPI) problem, which can be seen as a decoding problem on Reed-Solomon codes. 
	
	In this work, we provide strong improvements for some instantiations of the OPI problem. The most notable improvements are for the ISIS_\infty problem (originating from lattice-based cryptography) on Reed-Solomon codes but we also study different constraints for OPI. Our results provide natural and convincing decoding problems for which we believe to have a quantum advantage.
	
	Our proof techniques involve the use of a soft decoder for Reed-Solomon codes, namely the decoding algorithm from Koetter and Vardy. In order to be able to use this decoder in the setting of Regev's reduction, we provide a novel generic reduction from a syndrome decoding problem to a coset sampling problem, providing a powerful and simple to use theorem, which generalizes previous work and is of independent interest. We also provide an extensive study of OPI using the Koetter and Vardy algorithm.",https://arxi,,,,,,Accepted,Andre Chailloux,27 January,13:00,30
QIP,2026,contributed,Infinite temperature at zero energy,,Matteo Ippoliti;David M. Long,The University of Texas at Austin;Stanford University,"We construct a family of static, geometrically local Hamiltonians that inherit eigenstate properties of periodically-driven (Floquet) systems. Our construction is a variation of the Feynman-Kitaev clock - a well-known mapping between quantum circuits and local Hamiltonians - where the clock register is given periodic boundary conditions. Assuming the eigenstate thermalization hypothesis (ETH) holds for the input circuit, our construction yields Hamiltonians whose eigenstates have properties characteristic of infinite temperature, like volume-law entanglement entropy, across the whole spectrum - including the ground state. We then construct a family of exactly solvable Floquet quantum circuits whose eigenstates are shown to obey the ETH at infinite temperature. Combining the two constructions yields a new family of local Hamiltonians with provably volume-law-entangled ground states, and the first such construction where the volume law holds for all contiguous subsystems.",2509.04410,,,,,,Accepted,Matteo Ippoliti,30 January,14:00,30
QIP,2026,contributed,Derandomised tensor product gap amplification for quantum Hamiltonians,,Thiago Bergamaschi;Tony Metger;Thomas Vidick;Tina Zhang,UC Berkeley;ETH Zurich;Weizmann Institute and EPFL;MIT,"The quantum PCP conjecture asks whether it is QMA-hard to distinguish between high- and low-
energy Hamiltonians even when the gap between ""high"" and ""low"" energy is large (constant). A natural proof strategy is gap amplification: start from the fact that high- and low-energy Hamiltonians are hard to distinguish if the gap is small (inverse polynomial) [KSV02] and amplify the Hamiltonians to increase the energy gap while preserving hardness. Such a gap amplification procedure is at the heart of Dinur’s proof of the classical PCP theorem [Din07]. In this work, following Dinur’s model, we introduce a new quantum gap amplification procedure for Hamiltonians which uses random walks on expander graphs to derandomise (subsample the terms of) the tensor product amplification of a Hamiltonian. Curiously, our analysis relies on a new technique inspired by quantum de Finetti theorems, which have previously been used to rule out certain approaches to the quantum PCP conjecture [BH13].",,,,,,,Accepted,Thiago Bergamaschi,30 January,16:00,30
QIP,2026,contributed,Quantized Markov chain couplings that prepare Qsamples,,Kristan Temme;Pawel Wocjan,IBM Quantum;IBM Quantum,"We present a novel approach to quantizing Markov chains. The approach is based on the Markov chain coupling method, which is frequently used to prove fast mixing. Given a particular coupling, e.g., a grand coupling, we construct a completely positive and trace preserving map. This quantum map has a unique fixed point, which corresponds to the quantum sample (qsample) of the classical Markov chain's stationary distribution. We show that the convergence time of the quantum map is directly related to the coupling time of the Markov chain coupling.",2504.02651,,,,,,Accepted,Kristan Temme,26 January,16:30,30
QIP,2026,contributed,A distillation-teleportation protocol for fault-tolerant QRAM,,Alexander M. Dalzell;András Gilyén;Connor T. Hann;Sam McArdle;Grant Salton;Quynh T. Nguyen;Aleksander Kubica;Fernando G.S.L. Brandao,AWS;Rényi Institute;AWS;AWS;AWS;Harvard;Yale;AWS,"We present a protocol for fault-tolerantly implementing the logical quantum random access memory (QRAM) operation, given access to a specialized, noisy QRAM device. For coherently accessing classical memories of size 2^n, our protocol consumes only poly(n) fault-tolerant quantum resources (logical gates, logical qubits, quantum error correction cycles, etc.), avoiding the need to perform active error correction on all Ω(2^n) components of the QRAM device. This is the first rigorous conceptual demonstration that a specialized, noisy QRAM device could be useful for implementing a fault-tolerant quantum algorithm. In fact, the fidelity of the device can be as low as 1/poly(n). The protocol queries the noisy QRAM device poly(n) times to prepare a sequence of n-qubit QRAM resource states, which are moved to a general-purpose poly(n)-size processor to be encoded into a QEC code, distilled, and fault-tolerantly teleported into the computation. To aid this protocol, we develop a new gate-efficient streaming version of quantum purity amplification that matches the optimal sample complexity in a wide range of parameters and is therefore of independent interest.
 
The exponential reduction in fault-tolerant quantum resources comes at the expense of an exponential quantity of purely classical complexity---each of the n iterations of the protocol requires adaptively updating the 2^n-size classical dataset and providing the noisy QRAM device with access to the updated dataset at the next iteration. We show that this classical operation can be parallelized to poly(n) classical circuit depth, but only in a model where classical sparse matrix-vector multiplication for 2^n-dimensional vectors can be as well. While our protocol demonstrates that QRAM is more compatible with fault-tolerant quantum computation than previously thought, the need for significant classical computational complexity exposes potentially fundamental limitations to realizing a truly poly(n)-cost fault-tolerant QRAM.",2505.20265,,,,,,Accepted,Alexander M. Dalzell,29 January,14:00,30
QIP,2026,contributed,Partial trace relations beyond normal matrices,,Pablo Costa Rico;Michael M. Wolf,Technical University of Munich;Technical University of Munich,"We investigate the relationship between partial traces and their dilations for general complex matrices, focusing on two main aspects: the existence of (joint) dilations and norm inequalities relating partial traces and their dilations. Throughout our analysis, we pay particular attention to rank constraints. We find that every pair of matrices of equal size and trace admits dilations of any rank larger than one. We generalize Audenaert's subadditivity inequality to encompass general matrices, multiple tensor factors, and different norms. A central ingredient for this is a novel majorization relation for Kronecker sums. As an application, we extend the interval of Werner states in which they are provably 2-undistillable in any dimension $d\geq 4$. We also prove new Schmidt-number witnesses and k-positive maps.",2507.18278,,,,,,Accepted,Pablo Costa Rico,26 January,13:30,30
QIP,2026,contributed,Quantum Gibbs states are locally Markov,,Chi-Fang (Anthony) Chen;Cambyse Rouzé,UC Berkeley;INRIA,"The Markov property entails the conditional independence structure inherent in Gibbs distributions for general classical Hamiltonians, a feature that plays a crucial role in inference, mixing time analysis, and algorithm design. However, much less is known about quantum Gibbs states. In this work, we show that for any Hamiltonian with a bounded interaction degree (e.g., D-dimensional lattices), the quantum Gibbs state is locally Markov at arbitrary temperature, meaning there exists a quasi-local recovery map for every local region. Notably, this recovery map is obtained by applying a detailed-balanced Lindbladian with jumps acting on the region. Consequently, we prove that (i) the conditional mutual information (CMI) for a shielded small region decays exponentially with the shielding distance, and (ii) under the assumption of uniform clustering of correlations, Gibbs states of general non-commuting Hamiltonians on $D$-dimensional lattices can be prepared by a quantum circuit of depth $\e^{\mathcal{O}(\log^D(n/\epsilon))}$. Our proofs introduce a regularization scheme for imaginary-time-evolved operators at arbitrarily low temperatures and reveal a connection between the Dirichlet form, a dynamic quantity, and the commutator in the KMS inner product, a static quantity. We believe these tools pave the way for tackling further challenges in quantum thermodynamics and mixing times, particularly in low-temperature regimes.",arxi,,,,,,Accepted,Chi-Fang (Anthony) Chen,27 January,14:00,30
QIP,2026,contributed,Improving quantum communication rates with permutation-invariant codes,,Sujeet Bhalerao;Felix Leditzky,University of Illinois Urbana-Champaign;University of Illinois Urbana-Champaign,"In this work we improve the quantum communication rates of various quantum channels of interest using permutation-invariant quantum codes. We focus in particular on parametrized families of quantum channels and aim to improve bounds on their quantum capacity threshold, defined as the lowest noise level at which the quantum capacity of the channel family vanishes. These thresholds are important quantities as they mark the noise level up to which faithful quantum communication is theoretically possible. Our method exploits the fact that independent and identically distributed quantum channels preserve any permutation symmetry present at the input. The resulting symmetric output states can be described succinctly using the representation theory of the symmetric and general linear groups, which we use to derive an efficient algorithm for computing the channel coherent information of a permutation-invariant code. Our approach allows us to evaluate coherent information values for a large number of channel copies, e.g., at least 100 channel copies for qubit channels. We apply this method to various physically relevant channel models, including general Pauli channels, the dephrasure channel, the generalized amplitude damping channel, and the damping-dephasing channel. For each channel family we obtain improved lower bounds on their quantum capacities. For example, for the 2-Pauli and BB84 channel families we significantly improve the best known quantum capacity thresholds derived in [Fern, Whaley 2008]. These threshold improvements are achieved using a repetition code-like input state with non-orthogonal code states, which we further analyze in our representation-theoretic framework.",2508.09978,,,,,,Accepted,Sujeet Bhalerao,30 January,10:00,30
QIP,2026,merged_contributed,A convergent sum-of-squares hierarchy for compiled nonlocal games,,David Cui;Chirag Falor;Anand Natarajan;Tina Zhang,MIT;MIT/Citadel Securities;MIT;MIT,"We continue the line of work initiated by Kalai et al. (STOC '23), studying ""compiled"" nonlocal games played between a classical verifier and a single quantum prover, with cryptography simulating the spatial separation between the players. The central open question in this area is to understand the soundness of this compiler against quantum strategies, and apart from results for specific games, all that is known is the recent ""qualitative"" result of Kulpe et al. (STOC '25) showing that the success probability of a quantum prover in the compiled game is bounded by the game's quantum commuting-operator value in the limit as the cryptographic security parameter goes to infinity. In this work, we make progress towards a quantitative understanding of quantum soundness for general games, by giving a concrete framework to bound the quantum value of compiled nonlocal games. Building on the result of Kulpe et al. together with the notion of ""nice"" sum-of-squares certificates, introduced by Natarajan and Zhang (FOCS '23) to bound the value of the compiled CHSH game, we extend the niceness framework and construct a hierarchy of semidefinite programs that searches exclusively over nice certificates. We show that this hierarchy converges to the optimal quantum value of the game. Additionally, we present a transformation to make any degree-1 sum-of-squares certificate nice. This approach provides a systematic method to reproduce all known bounds for special classes of games together with Kulpe et al.'s bound for general games from the same framework.",2507.17581,,,,,,AcceptedAsMerge,,,,
QIP,2026,contributed,Evidence that the Quantum Approximate Optimization Algorithm Optimizes the Sherrington-Kirkpatrick Model Efficiently in the Average Case,,Sami Boulebnane;Abid A. Khan;Minzhao Liu;Jeffrey Larson;Dylan Herman;Ruslan Shaydulin;Marco Pistoia,JPMorganChase;JPMorganChase;JPMorganChase;Argonne National Laboratory;JPMorganChase;JPMorganChase;JPMorganChase,"The Sherrington-Kirkpatrick (SK) model serves as a foundational framework for understanding disordered systems. The Quantum Approximate Optimization Algorithm (QAOA) is a quantum optimization algorithm whose performance monotonically improves with its depth $p$. In this work, we introduce a new equivalence between the task of evaluating the energy of QAOA applied to the SK model in the infinite-size limit and the task of simulating a spin-boson system, which we show can be done with modest cost using matrix product states.  Using this equivalence, we optimize QAOA parameters and provide numerical evidence that QAOA obtains a $(1-\epsilon)$ approximation to the optimal energy with circuit depth $\mathcal{O}(n/\epsilon^{\infiniteSizeLimitOneOverEta})$ in the average case, with $\varepsilon\lesssim\infiniteSizeLastpError\%$ at $p=\infiniteSizeLastp$. We then use these optimized QAOA parameters to evaluate the QAOA energy for finite-sized instances with up to $30$ qubits and find convergence to the ground state consistent with the infinite-size limit prediction. Our results provide strong numerical evidence that QAOA can efficiently approximate the ground state of the SK model in the average case.",,,,,,,Accepted,,,,
QIP,2026,contributed,Efficiently learning depth-3 circuits via quantum agnostic boosting,,Srinivasan Arunachalam;Arkopal Dutt;Alexandru Gheorghiu;Michael de Oliveira,"IBM Quantum, Almaden Research Center;IBM Quantum, Cambridge;IBM Quantum, Cambridge;International Iberian Nanotechnology Laboratory","We initiate the study of \emph{quantum agnostic learning} of phase states with respect to a function class $\mathcal{C}\subseteq \{c:\{0,1\}^n\rightarrow \{0,1\}$: given copies of an unknown $n$-qubit state $|\psi\rangle$ which has fidelity $\textsf{opt}$ with a phase state $|\phi_c\rangle=\frac{1}{\sqrt{2^n}}\sum_{x\in \{0,1\}^n}(-1)^{c(x)}|x\rangle$  for some $c\in \mathcal{C}$, output  $|\phi\rangle$ which has fidelity $|\langle \phi | \psi \rangle|^2 \geq \textsf{opt}-\varepsilon$. To this end, we give agnostic learning protocols for the following classes:
\begin{enumerate}
    \item Size-$t$ decision trees which runs in time $\textsf{poly}(n,t,1/\varepsilon)$. This also implies $k$-juntas can be agnostically learned in time $\textsf{poly}(n,2^k,1/\varepsilon)$.
    \item $s$-term DNF formulas in near-polynomial time  $\textsf{poly}(n,(s/\varepsilon)^{\log \log s/\varepsilon})$.
\end{enumerate}
    
Our main technical contribution is a \emph{quantum agnostic boosting} protocol which converts a ``weak'' agnostic learner (which outputs a \emph{parity state} $|\phi\rangle$ such that $|\langle \phi|\psi\rangle|^2\geq \textsf{opt}/\textsf{poly}(n)$) into a ``strong'' learner (which outputs a sum of parity states $|\phi'\rangle$ such that $|\langle \phi'|\psi\rangle|^2\geq \textsf{opt} - \varepsilon$).  

Using quantum agnostic boosting, we obtain the first ``near'' polynomial-time $n^{O(\log \log n)}$ algorithm for learning $\textsf{poly}(n)$-sized depth-$3$ circuits (consisting of $\textsf{AND}$, $\textsf{OR}$, $\textsf{NOT}$ gates) in the uniform quantum $\textsf{PAC}$ model using quantum examples.  Classically, the analogue of efficient learning  depth-$3$ circuits (and even depth-$2$ circuits) in the uniform $\textsf{PAC}$ model has been a longstanding open question in computational learning theory. Our work nearly settles this question, when the learner is given quantum examples.",,,,,,,Accepted,Srinivasan Arunachalam,26 January,15:30,30
QIP,2026,contributed,Exponential improvements to the average-case hardness of BosonSampling,,Ishaun Datta;Adam Bouland;Bill Fefferman;Felipe Hernandez,Stanford University;Stanford University;University of Chicago;Penn State,"BosonSampling and Random Circuit Sampling are important both as a theoretical tool for separating quantum and classical computation, and as an experimental means of demonstrating quantum speedups. Prior works have shown that average-case hardness of sampling follows from certain unproven conjectures about the hardness of computing output probabilities, such as the Permanent-of-Gaussians Conjecture (PGC), which states that $e^{-n\log{n}-n-O(\log n)}$ additive-error estimates to the output probability of most random BosonSampling experiments are $\#P$-hard. Prior works have only shown weaker average-case hardness results that do not imply sampling hardness. Proving these conjectures has become a central question in quantum complexity.

In this work, we show that $e^{-n\log n-n-O(n^\delta)}$ additive-error estimates to output probabilities of most random BosonSampling experiments are $\#P$-hard for any $\delta>0$, exponentially improving on prior work. In the process, we circumvent all known barrier results for proving PGC. The remaining hurdle to prove PGC is now “merely” to show that the $O(n^\delta)$ in the exponent can be improved to $O(\log n).$ We also obtain an analogous result for Random Circuit Sampling.

We then show, for the first time, a hardness of average-case classical sampling result for  BosonSampling, under an anticoncentration conjecture. Specifically, we prove the impossibility of multiplicative-error sampling from random BosonSampling experiments with probability $1-2^{-\tilde{\mathstrut O}(N^{1/3})}$ for input size $N$, unless the Polynomial Hierarchy collapses. This exponentially improves upon the state-of-the-art. To do this, we introduce new proof techniques which tolerate exponential loss in the worst-to-average-case reduction. This opens the possibility to show the hardness of average-case sampling without ever proving PGC.",https://arxi,,,,,,Accepted,Ishaun Datta,30 January,11:00,30
QIP,2026,contributed,Composable logical gate error in approximate quantum error correction,,Lukas Brenner;Beatriz Dias;Robert König,Technical University of Munich;Technical University of Munich;Technical University of Munich,"To quantify the accuracy of logical gates in approximate quantum error correction,  we introduce the {\em composable logical gate error}. This quantity
 accounts for both deviation from the target gate and leakage out of the code space. It is subadditive under gate composition, enabling simple circuit analysis, and can be bounded using matrix elements of physical unitaries between (approximate) logical basis states.

As a case study, we study the composable logical gate error of linear optics implementations of Paulis and Cliffords in approximate Gottesman-Kitaev-Preskill (GKP) codes. We find that the logical gate error for implementations of Pauli gates depends linearly on the squeezing parameter. This means that their accuracy increases monotonically with the amount of squeezing. In contrast, implementations of some Clifford gates retain a constant logical gate error even in the limit of infinite squeezing. This highlights that results derived for ideal GKP codes do not always translate to physically realistic approximate codes.

We propose a way of sidestepping this no-go result in hybrid qubit-oscillator systems with Gaussian, multi-qubit, and qubit-controlled Gaussian unitaries. We propose implementations of logical gates using two oscillators and three qubits, whose logical gate error is bounded by a linear function of the squeezing parameter and scales polynomially with the number of encoded qubits.",,,,,,,Accepted,Lukas Brenner,30 January,09:00,30
QIP,2026,contributed,"Quantum oracles, weak and strong",,Ewin Tang;John Wright;Mark Zhandry,UC Berkeley;UC Berkeley;Stanford University & NTT Research,"What does it mean to have access to a subroutine? In quantum computing, the usual answer is that, if we can perform a circuit implementing a unitary $U$, we can also implement its variants $U^\dagger$, $\controlled U$, and $\controlled U^\dagger$ equally as efficiently. These four operations are the ""usual"" suite of oracles we mean when we model access to a subroutine. We interrogate these choices and investigate how changing our access model to $U$ affects the tractability of its computational problems.

This submission is a collection of three preprints on possible models of oracle access.

1. In the most limited setting, we only have access to $U$: this is the natural model for metrology, sensing, learning, and other experimental contexts. We show that, unlike in the usual model, the generic Grover speedups for search and estimation, ubiquitous throughout quantum algorithms, cannot be achieved in this setting.

2. In the usual model as well as in general, we show that controlled unitary oracles have a surprisingly limited role. We prove they are not helpful for a large class of problems: problems which are invariant up to global phase, i.e. problems which are a about $U$ as a unitary channel.

3. In the full setting, we are given a circuit implementing $U$: this model is natural for algorithms on scalable quantum computers. We show that the usual suite of oracles is not enough to characterize the strength of this model, by giving a natural problem which cannot be solved efficiently without queries to $U^*$ or $U^T$---which can be implemented from any circuit for $U$.

Our proofs are simple and use two main techniques: the compressed oracle method and a lifting principle which we call the ""acorn trick"".",https://arxi,,,,,,Accepted,Ewin Tang,30 January,09:00,30
QIP,2026,contributed,The Compressed Oracle is a Worthy (Multiplicative) Adversary,,Stacey Jeffery;Sebastian Zur,"QuSoft, CWI, University of Amsterdam;IRIF, CNRS","The compressed oracle technique, introduced in the context of quantum cryptanalysis, is the latest method for proving quantum query lower bounds, and has had an impressive number of applications since its introduction, due in part to the ease of importing classical lower bound intuition into the quantum setting via this method. Previously, the main quantum query lower bound methods were the polynomial method, the adversary method, and the multiplicative adversary method, and their relative powers were well understood. In this work, we situate the compressed oracle technique within this established landscape, by showing that it is a special case of the multiplicative adversary method. To accomplish this, we introduce a simplified restriction of the multiplicative adversary method, the MLADV method, that remains powerful enough to capture the polynomial method and exhibit a strong direct product theorem, but is much simpler to reason about. We show that the compressed oracle technique is also captured by the MLADV method. This might make the MLADV method a promising direction in the current quest to extend the compressed oracle technique to non-product distributions.",2509.07876,,,,,,Accepted,Stacey Jeffery,30 January,13:30,30
QIP,2026,contributed,Dequantization and Hardness of Spectral Sum Estimation,,Roman Edenhofer;Atsuya Hasegawa;Francois Le Gall,"Université Paris Cité, CNRS, IRIF;Nagoya University;Nagoya University","In this work, we present new dequantization and hardness results for estimating spectral sums of matrices, such as the log-determinant. Recent quantum algorithms have demonstrated that the logarithm of the determinant of sparse, well-conditioned, positive matrices can be approximated to $\varepsilon$-relative accuracy in time polylogarithmic in the dimension~$N$, specifically in time~$\mathrm{poly}(\mathrm{log}(N), s, \kappa, 1/\varepsilon)$, where $s$ is the sparsity and $\kappa$ the condition number of the input matrix.
We provide a simple dequantization of these techniques that preserves the polylogarithmic dependence on the dimension, at the cost of worse scaling in the sparsity, condition number, and accuracy. Our classical algorithm runs in time~$\mathrm{poly}\mathrm{log}(N)\cdot s^{O(\sqrt{\kappa}\log \kappa/\varepsilon)}$ which constitutes an exponential improvement over previous classical algorithms in certain parameter regimes.

In addition, we prove $\mathsf{DQC}1$-completeness for estimating specific spectral sums such as the trace of the inverse and the trace of matrix powers with analogous parameter scalings as the quantum algorithms for the log-determinant in the case of log-local Hamiltonians.
The latter solves a main open problem posed by Cade and Montanaro (TQC 2018) and is closely related to the complexity of Schatten $p$-norm estimation.
It further shows that the parameter scalings of known quantum algorithms are not achievable classically, assuming~$\mathsf{BPP}\subsetneq\mathsf{DQC}1$.

Further, we also consider a different input model where instead of a classical description of a sparse matrix, we are given a block-encoding of it and analyze the complexity of spectral sum estimation in this model.
We obtain $\mathsf{DQC}1$-completeness of estimating $\mathrm{tr}[f(A)]$ in this model in a very general way, in particular whenever $f$ and $f^{-1}$ are Lipschitz continuous with bounded Lipschitz constants.

We conclude our work with $\mathsf{BQP}$-hardness and $\mathsf{PP}$-completeness results on the estimation of the log-determinant.",,,,,,,Accepted,Roman Edenhofer,29 January,13:00,30
QIP,2026,contributed,Topological Quantum Spin Glass Order in qLDPC codes,,Benedikt Placke;Tibor Rakovszky;Nikolas P. Breuckmann;Vedika Khemani,University of Oxford;Budapest University of Technology and Economics;University of Bristol;Stanford University,"Ordered phases of matter have close connections to computation. Two prominent examples are spin glass order, with wide-ranging applications in machine learning and optimization, and topological order, closely related to quantum error correction. Here, we introduce the concept of topological quantum spin glass (TQSG) order which marries these two notions, exhibiting both the complex energy landscapes of spin glasses, and the quantum memory and long-range entanglement characteristic of topologically ordered systems. Using techniques from coding theory and a quantum generalization of Gibbs state decompositions, we show that TQSG order is the low-temperature phase of various quantum low density parity check codes on expander graphs, including hypergraph and balanced product codes. 
Our work introduces a topological analog of spin glasses that preserves quantum information via a physically distinct mechanism, opening new avenues for both quantum statistical mechanics and quantum computer science.",arxi,,,,,,Accepted,Benedikt Placke,29 January,15:30,30
QIP,2026,contributed,Tour de gross: A modular quantum computer based on bivariate bicycle codes,,Eddie Schoute;Theodore J. Yoder;Patrick Rall;Emily Pritchett;Jay Gambetta;Andrew W. Cross;Malcolm Carroll;Michael E. Beverland,IBM Quantum;IBM Quantum;IBM Quantum;IBM Quantum;IBM Quantum;IBM Quantum;IBM Quantum;IBM Quantum,"We present the bicycle architecture, a modular quantum computing framework based on high-rate, low-overhead quantum LDPC codes identified in prior work. For two specific bivariate bicycle codes with distances 12 and 18, we construct explicit fault-tolerant logical instruction sets and estimate the logical error rate of the instructions under circuit noise. We develop a compilation strategy adapted to the constraints of the bicycle architecture, enabling large-scale universal quantum circuit execution. Integrating these components, we perform end-to-end resource estimates demonstrating that an order of magnitude larger logical circuits can be implemented with a given number of physical qubits on the bicycle architecture than on surface code architectures. We anticipate further improvements through advances in code constructions, circuit designs, and compilation techniques.",2506.03094,,,,,,Accepted,Eddie Schoute,29 January,16:00,30
